,genes,in_group_fraction,out_group_fraction,in_out_group_ratio,in_group_mean_exp,out_group_mean_exp,fold_change,pvals_adj,target_dmain,neighbors
149,TPT1,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.711646556854248,2.003655433654785,2.029909372329712,9.772503729989948e-07,1.0,[8]
365,NDUFB9,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.4931530952453613,2.000488758087158,1.6366710662841797,0.005045704814823478,1.0,[8]
14,SBK1,0.9973404255319149,0.6869565217391305,1.451824670078104,2.1433515548706055,0.7071437835693359,4.204720497131348,1.4067864034422878e-26,1.0,[8]
260,RPL14,0.9973404255319149,0.9652173913043478,1.0332806210465786,2.235973596572876,1.7114412784576416,1.6896685361862183,0.00023363273453884284,1.0,[8]
20,S100B,0.9973404255319149,0.8347826086956521,1.1947307180851066,2.5956621170043945,1.1120991706848145,4.408625602722168,6.414756756251515e-23,1.0,[8]
15,NDRG2,0.9973404255319149,0.9173913043478261,1.0871483311485328,2.6861283779144287,1.3334935903549194,3.8676023483276367,1.5435221946650992e-26,1.0,[8]
500,RPL6,0.9973404255319149,0.9782608695652174,1.0195035460992907,2.1103570461273193,1.6937291622161865,1.5168378353118896,0.02581427390412274,1.0,[8]
141,RPS11,0.9973404255319149,0.9869565217391304,1.0105211360014998,2.361217498779297,1.7531394958496094,1.8368974924087524,6.329077205924238e-07,1.0,[8]
168,C1QTNF4,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.251603841781616,1.6747230291366577,1.7804762125015259,4.126195745371688e-06,1.0,[8]
314,HSP90AA1,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.561049222946167,2.0003557205200195,1.7518869638442993,0.0012625348299688253,1.0,[8]
174,RPLP2,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.378443717956543,1.7805627584457397,1.818261742591858,7.955347687887613e-06,1.0,[8]
484,RPS2,0.9973404255319149,0.9869565217391304,1.0105211360014998,2.074856758117676,1.632279396057129,1.5567142963409424,0.022722602084679803,1.0,[8]
2,FAM107A,0.9973404255319149,0.6260869565217392,1.5929742907801419,2.423574447631836,0.639409601688385,5.954604625701904,7.297868836275502e-38,1.0,[8]
397,UBC,0.9973404255319149,0.9782608695652174,1.0195035460992907,2.5274131298065186,2.038334369659424,1.6308131217956543,0.008847500074857762,1.0,[8]
481,GPX4,0.9973404255319149,0.991304347826087,1.006089025755879,2.651219367980957,2.244966745376587,1.501181721687317,0.02212310507660072,1.0,[8]
417,COX5A,0.9973404255319149,0.9826086956521739,1.0149924684616833,2.5604758262634277,2.0317001342773438,1.6968533992767334,0.012905168324604222,1.0,[8]
93,DGKZ,0.9973404255319149,0.9782608695652174,1.0195035460992907,2.451634168624878,1.6408827304840088,2.2495980262756348,1.8643088932110357e-09,1.0,[8]
28,GAD1,0.9973404255319149,0.7521739130434782,1.325943918337228,2.311919689178467,0.962436318397522,3.855433225631714,2.7898684565135455e-20,1.0,[8]
115,RPL17,0.9973404255319149,0.9652173913043478,1.0332806210465786,2.512875556945801,1.8149118423461914,2.0096561908721924,1.61666150090264e-08,1.0,[8]
68,RPL23A,0.9973404255319149,0.9304347826086956,1.0719079339828992,2.2262892723083496,1.4111547470092773,2.259479522705078,6.765664150873978e-12,1.0,[8]
82,RPS27,0.9973404255319149,0.9478260869565217,1.0522398984969745,2.2489161491394043,1.5209287405014038,2.070908546447754,1.6751375763924904e-10,1.0,[8]
